cas_type,cas_gender,cas_age,cas_pos_in_veh,fatality,seat_belt,unit_type,lic_type,n_occupants,stat_area,total_units,time,area_speed,acc_pos,hor_align,ver_align,moist_cond,wea_cond,dayNight,crash_type,traf_ctrls
Pedestrian,Male,65,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
Driver,Female,39,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Traffic Signals
Driver,Female,31,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Male,37,Driver,NotFatal,Unknown,Small,Full,1,2 Metropolitan,2,off-peak,70,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Passenger,Male,3,Rear Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,59,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Passenger,Female,1,Rear Seat Middle Passenger,NotFatal,NotWorn,Small,NoLicence,4,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Passenger,Male,2,Rear Seat Right Passenger,NotFatal,NotWorn,Small,NoLicence,4,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Driver,Male,27,Driver,NotFatal,Unknown,Small,Full,1,2 Metropolitan,2,off-peak,50,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Rider,Male,57,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,3 Country,2,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Animal,No Control
Driver,Female,37,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,25,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,72,Driver,NotFatal,Worn,Small,Full,2,3 Country,2,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Passenger,Male,84,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,3 Country,2,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Driver,Male,26,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Rider,Male,46,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,3 Country,1,off-peak,60,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,Give Way Sign
Driver,Female,87,Driver,NotFatal,Worn,Small,Full,1,3 Country,3,peak,110,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,19,Driver,NotFatal,Worn,Small,Provisional 1 ,1,3 Country,2,peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,39,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,50,Multiple,Straight road,Level,Wet,Raining,Night,Right Angle,Roundabout
Driver,Male,63,Driver,NotFatal,Worn,Utility,Full,1,2 Metropolitan,5,off-peak,100,Not Divided,"CURVED, VIEW OBSCURED",Level,Wet,Not Raining,Daylight,Rear End,No Control
Driver,Male,19,Driver,NotFatal,Worn,Utility,Provisional 2,2,2 Metropolitan,5,off-peak,100,Not Divided,"CURVED, VIEW OBSCURED",Level,Wet,Not Raining,Daylight,Rear End,No Control
Driver,Female,23,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,80,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,28,Driver,NotFatal,Worn,Utility,Full,1,2 Metropolitan,2,off-peak,80,Not Divided,"CURVED, VIEW OPEN",Level,Wet,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Male,87,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,off-peak,60,Not Divided,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,46,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Driver,Male,69,Driver,NotFatal,Unknown,Small,Full,1,3 Country,3,off-peak,50,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Male,31,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Multiple,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Driver,Female,90,Driver,NotFatal,Unknown,Small,Full,2,2 Metropolitan,7,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Passenger,Female,95,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,7,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Rider,Male,34,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,3 Country,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,21,Driver,NotFatal,Worn,Small,Unknown,1,2 Metropolitan,3,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Driver,Male,41,Driver,NotFatal,Worn,Medium,Full,2,3 Country,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,20,Driver,NotFatal,Worn,Small,Provisional 2,1,2 Metropolitan,2,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,52,Driver,NotFatal,Worn,Medium,Full,2,3 Country,2,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Passenger,Male,95,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,3,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Driver,Female,26,Driver,NotFatal,Worn,Utility,Full,1,2 Metropolitan,3,off-peak,50,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Rider,Male,45,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,1 City,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Driver,Male,21,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,1,off-peak,50,Other,Straight road,Level,Dry,Not Raining,Night,Other,No Control
Driver,Male,20,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Female,63,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,52,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Female,31,Driver,NotFatal,Worn,Small,Provisional 1 ,3,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Passenger,Female,58,Rear Seat Right Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Passenger,Male,2,Rear Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Rider,Male,37,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,3 Country,1,off-peak,110,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,No Control
Driver,Male,39,Driver,NotFatal,Worn,Medium,Full,1,1 City,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Driver,Female,51,Driver,NotFatal,Worn,Medium,Full,1,3 Country,2,off-peak,110,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,54,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Female,77,Driver,NotFatal,Worn,Small,Full,3,2 Metropolitan,3,off-peak,40,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Driver,Female,44,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,4,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Rider,Male,57,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Male,36,Driver,NotFatal,Worn,Medium,Full,1,3 Country,2,peak,80,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Passenger,Male,24,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Give Way Sign
Passenger,Female,10,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,1 City,3,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Passenger,Male,3,Rear Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,1 City,3,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Driver,Female,29,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,60,Not Divided,Straight road,Slope,Dry,Not Raining,Night,Hit Fixed Object,No Control
Rider,Female,21,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,100,Freeway,Straight road,Level,Dry,Not Raining,Night,Hit Animal,No Control
Pedestrian,Male,18,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Hit Pedestrian,Give Way Sign
Driver,Female,52,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,59,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,60,Multiple,Straight road,Level,Dry,Not Raining,Night,Rear End,Traffic Signals
Passenger,Female,26,Rear Seat Right Passenger,NotFatal,NotWorn,Medium,NoLicence,5,3 Country,1,peak,110,Not Divided,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Daylight,Roll Over,No Control
Driver,Male,24,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,56,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Driver,Male,25,Driver,NotFatal,Worn,Utility,Provisional 1 ,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Rider,Female,50,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,40,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Roundabout
Driver,Female,20,Driver,NotFatal,Worn,Small,Provisional 2,2,2 Metropolitan,2,off-peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Turn,No Control
Passenger,Female,18,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Turn,No Control
Driver,Male,47,Driver,NotFatal,Worn,Small,Full,1,1 City,2,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Pedestrian,Female,25,NotApplicable,NotFatal,NotWorn,Pedestrian on Footpath/Carpark,NoLicence,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
Driver,Female,38,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
Driver,Female,44,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,4,peak,40,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Female,31,Driver,NotFatal,Worn,Medium,Full,1,3 Country,2,off-peak,110,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,20,Driver,NotFatal,Worn,Small,Provisional 2,2,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Passenger,Male,20,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Passenger,Male,4,Rear Seat Right Passenger,NotFatal,NotWorn,Medium,NoLicence,3,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Male,47,Driver,NotFatal,Unknown,Small,Full,1,2 Metropolitan,2,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Male,39.88915925,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Passenger,Female,20,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,28,Driver,NotFatal,Worn,Small,Provisional 1 ,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Angle,No Control
Driver,Female,55,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,23,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,Traffic Signals
Rider,Male,20,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,46,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,110,Freeway,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,31,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,100,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Rider,Male,45,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,1,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
Driver,Female,45,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Male,74,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Female,49,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Stop Sign
Driver,Female,56,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,50,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Driver,Female,35,Driver,NotFatal,Worn,Utility,Full,3,3 Country,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Male,49,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,100,T-Junction,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Rider,Male,47,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,3,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Driver,Female,38,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,T-Junction,"CURVED, VIEW OPEN",Crest of Hill,Dry,Not Raining,Daylight,Right Turn,No Control
Passenger,Female,15,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,T-Junction,"CURVED, VIEW OPEN",Crest of Hill,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Female,46,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Driver,Female,45,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Driver,Female,28,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,28,Driver,NotFatal,Worn,Medium,Full,2,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Head On,No Control
Driver,Male,46,Driver,NotFatal,Worn,Utility,Unlicenced,2,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Head On,No Control
Passenger,Female,34,Front Seat Left Passenger,NotFatal,NotWorn,Utility,NoLicence,2,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Head On,No Control
Driver,Male,18,Driver,NotFatal,Worn,Small,Provisional 1 ,2,2 Metropolitan,4,peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Passenger,Female,18,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,4,peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Rider,Male,39,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
Driver,Male,22,Driver,NotFatal,Unknown,Utility,Full,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Slope,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
Driver,Female,36,Driver,NotFatal,NotWorn,Small,Provisional 2,1,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Slope,Dry,Not Raining,Night,Hit Fixed Object,Roundabout
Driver,Female,61,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,90,Divided Road,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Driver,Female,35,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,70,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Rider,Male,62,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,3 Country,2,peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Rider,Female,10,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Male,34,Driver,NotFatal,Worn,Small,Unknown,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,65,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Driver,Female,36,Driver,NotFatal,Worn,Medium,Full,2,3 Country,2,peak,50,Cross Road,Straight road,Level,Wet,Raining,Daylight,Right Angle,Traffic Signals
Driver,Female,25,Driver,NotFatal,Worn,Small,Full,3,2 Metropolitan,3,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Passenger,Female,25,Rear Seat Right Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,3,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Passenger,Female,25,Rear Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,3,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Rider,Male,20,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Male,36,Driver,NotFatal,Worn,Small,Full,3,2 Metropolitan,2,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Rider,Male,58,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,3,off-peak,70,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Turn,Stop Sign
Driver,Female,22,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,peak,100,Not Divided,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,17,Driver,NotFatal,Worn,Small,Learners,3,3 Country,2,off-peak,100,Not Divided,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Passenger,Female,17,Rear Seat Right Passenger,NotFatal,NotWorn,Small,NoLicence,3,3 Country,2,off-peak,100,Not Divided,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Passenger,Male,55,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,3,3 Country,2,off-peak,100,Not Divided,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Rider,Male,53,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,1,off-peak,40,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Roll Over,No Control
Passenger,Female,19,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,90,Divided Road,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Driver,Male,27,Driver,NotFatal,Worn,Utility,Full,1,2 Metropolitan,2,off-peak,90,Divided Road,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Driver,Male,46,Driver,NotFatal,Worn,Small,Full,3,2 Metropolitan,3,off-peak,80,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Rider,Male,12,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
Driver,Female,57,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Passenger,Male,1,Rear Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Rider,Male,59,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Male,93,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Male,20,Driver,NotFatal,Worn,Small,Provisional 2,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,37,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Rider,Male,46,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
Driver,Male,33,Driver,NotFatal,Unknown,Small,Full,1,2 Metropolitan,2,off-peak,100,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Female,48,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Female,58,Driver,NotFatal,Worn,Medium,Full,2,3 Country,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Rider,Male,46,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Pedestrian,Male,44,NotApplicable,NotFatal,NotWorn,Pedestrian on Footpath/Carpark,NoLicence,1,2 Metropolitan,2,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
Driver,Male,31,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Passenger,Male,32,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Female,29,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,3,peak,80,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,50,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,off-peak,100,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Pedestrian,Female,81,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
Driver,Female,35,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Roundabout
