"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2018-1022-15/08/2019","02",0,"SA","Motor Cars - Sedan","2006","North East","Female","021","SA","C ","Full","Not Towing","Swerving","002","5031",,
"2018-1023-15/08/2019","01",0,"SA","Motor Cars - Sedan","2004","East","Male","028","SA","C ","Full","Not Towing","Entering Private Driveway","002","5082",,
"2018-1023-15/08/2019","02",0,"SA","Motor Cars - Sedan","2004","East","Male","047","SA","C ","Full","Not Towing","Straight Ahead","002","5085",,
"2018-1024-15/08/2019","01",0,"SA","Motor Cars - Sedan","2000","North","Female","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5014",,
"2018-1024-15/08/2019","02",0,"SA","Motor Cars - Sedan","1993","North","Female","066","SA","C R ","Full","Not Towing","Stopped on Carriageway","002","5575",,
"2018-1024-15/08/2019","03",0,"SA","Motor Cars - Sedan","2014","North","Male","059","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5034",,
"2018-1025-15/08/2019","01",0,"SA","Motor Cars - Sedan","2010","South","Male","043","SA","C ","Full","Not Towing","Right Turn","002","5022",,
"2018-1025-15/08/2019","02",1,"SA","Motor Cars - Sedan","2012","East","Female","049","SA","C ","Full","Not Towing","Straight Ahead","001","5022",,
"2018-1026-15/08/2019","01",0,"SA","Motor Cars - Sedan","2002","South","Male","026","SA","C ","Full","Not Towing","Straight Ahead","002","5024",,
"2018-1026-15/08/2019","02",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2018-1026-15/08/2019","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-1027-15/08/2019","01",0,"SA","OMNIBUS","2011","West","Male","061","SA","HCR ","Full","Not Towing","Straight Ahead","001","5044",,
"2018-1027-15/08/2019","02",1,"SA","Station Wagon","2011","West","Female","045","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5024",,
"2018-1027-15/08/2019","03",1,"SA","Motor Cars - Sedan","2009","West","Male","034","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5076",,
"2018-1028-15/08/2019","01",0,"SA","Motor Cars - Sedan","2005","South East","Male","053","SA","C ","Full","Not Towing","Straight Ahead","001","5163",,
"2018-1028-15/08/2019","02",0,"SA","Utility","2009","South East",,,,,,"Not Towing","Parked","000",,,
"2018-1029-15/08/2019","01",0,"SA","Station Wagon","2008","West","Female","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","004","5107",,
"2018-1029-15/08/2019","02",0,"SA","Other Defined Special Vehicle","2012","West","Male","025","UNKNOWN","HR","Full","Not Towing","Stopped on Carriageway","001","XXXX",,
"2018-1030-15/08/2019","01",1,"SA","Motor Cycle","XXXX","South West","Male","048","SA","HRR ","Full","Not Towing","Overtaking - on Right","001","5235",,
"2018-1030-15/08/2019","02",0,"SA","Utility","2007","South West","Male","064","SA","HCR ","Full","Not Towing","Right Turn","001","5235",,
"2018-1031-15/08/2019","01",0,"SA","Motor Cars - Sedan","2012","South","Male","065","SA","C ","Full","Not Towing","Straight Ahead","001","5064",,
"2018-1031-15/08/2019","02",0,"SA","Motor Cars - Sedan","2014","North East","Female","028","SA","C ","Full","Not Towing","Straight Ahead","001","5253",,
"2018-1032-15/08/2019","01",0,"SA","Motor Cars - Sedan","2008","South West","Male","031","SA","C ","Full","Not Towing","Left Turn","004","5015",,
"2018-1032-15/08/2019","02",0,,"Pedal Cycle",,"North West","Unknown","XXX",,,,,"Straight Ahead","001","XXXX",,
"2018-1033-15/08/2019","01",0,"SA","Motor Cars - Sedan","2007","South West","Female","016","SA","C ","Learners","Not Towing","Straight Ahead","003","5016",,
"2018-1033-15/08/2019","02",0,,"Pedal Cycle",,"North West","Unknown","XXX",,,,,"Right Turn","001","XXXX",,
"2018-1034-15/08/2019","01",1,"SA","Motor Cars - Sedan","2004","South East","Female","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","002","5113",,
"2018-1034-15/08/2019","02",0,"SA","Motor Cars - Sedan","2003","South East","Male","031","SA","HC","Full","Not Towing","Straight Ahead","001","5114",,
"2018-1035-15/08/2019","01",0,"SA","Motor Cars - Sedan","2008","South","Male","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","003","5047",,
"2018-1035-15/08/2019","02",1,"SA","Motor Cars - Sedan","2006","South","Female","033","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5037",,
"2018-1036-15/08/2019","01",0,"SA","Station Wagon","2004","South East","Female","065","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5098",,
"2018-1036-15/08/2019","02",0,"SA","Motor Cycle","2004","South East","Male","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5012",,
"2018-1037-15/08/2019","01",0,"SA","Motor Cars - Sedan","1994","South East","Female","052","SA","C ","Full","Not Towing","Right Turn","001","5110",,
"2018-1037-15/08/2019","02",0,"SA","Motor Cars - Sedan","1999","South East","Male","035","SA","C ","Full","Not Towing","Straight Ahead","001","5108",,
"2018-1038-15/08/2019","01",0,"SA","Motor Cars - Sedan","1994","West","Female","019","SA","C ","Provisional 1 ","Not Towing","Entering Private Driveway","001","XXXX",,
"2018-1038-15/08/2019","02",1,,"Pedal Cycle",,"West","Male","035",,,,,"Straight Ahead","001","5048",,
"2018-1039-15/08/2019","01",0,"SA","Motor Cars - Sedan","2008","South","Female","075","SA","C ","Full","Not Towing","Straight Ahead","001","5081",,
"2018-1039-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-1040-15/08/2019","01",0,"SA","Motor Cars - Sedan","1999","North West","Male","018","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5107",,
"2018-1040-15/08/2019","02",0,"SA","Motor Cars - Sedan","2002","South East","Female","025","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5108",,
"2018-1041-15/08/2019","01",0,"SA","Utility","2007","North","Male","064","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5107",,
"2018-1041-15/08/2019","02",0,"SA","Station Wagon","1990","North","Male","032","SA","C ","Full","Not Towing","Straight Ahead","002","5095",,
"2018-1042-15/08/2019","01",0,"SA","Motor Cars - Sedan","2004","South","Female","056","SA","C ","Full","Not Towing","Straight Ahead","001","5172",,
"2018-1042-15/08/2019","02",0,"SA","Station Wagon","1998","South",,,,,,"Unknown","Parked","000",,,
"2018-1043-15/08/2019","01",0,"SA","Motor Cars - Sedan","2011","West","Female","036","SA","C ","Unlicenced","Not Towing","Straight Ahead","001","5608",,
"2018-1043-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-1044-15/08/2019","01",0,"SA","Motor Cars - Sedan","1995","North","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","002","XXXX",,
"2018-1044-15/08/2019","02",0,,"Sign Post",,,,,,,,,,,,,
"2018-1044-15/08/2019","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-1045-15/08/2019","01",0,"SA","Motor Cars - Sedan","2009","North West","Male","034","SA","LR","Full","Not Towing","Straight Ahead","001","5700",,
"2018-1045-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-1046-15/08/2019","01",0,"SA","Motor Cars - Sedan","2012","North East","Male","019","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2018-1046-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-1047-15/08/2019","01",0,"SA","Station Wagon","2004","South","Female","027","SA","C ","Full","Not Towing","Straight Ahead","001","5018",,
"2018-1047-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-1047-15/08/2019","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-1048-15/08/2019","01",0,"SA","Motor Cars - Sedan","2001","West","Male","045","SA","C ","Full","Not Towing","Straight Ahead","001","5087",,
"2018-1048-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-1049-15/08/2019","01",1,,"Pedal Cycle",,"South","Male","054",,,,,"Straight Ahead","001","5051","Y",
"2018-1050-15/08/2019","01",0,"SA","Station Wagon","2010","South East","Male","052","SA","C ","Full","Not Towing","Right Turn","001","5093",,
"2018-1050-15/08/2019","02",1,"SA","Motor Cars - Sedan","2015","South West","Female","076","SA","C ","Full","Not Towing","Straight Ahead","001","5092",,
"2018-1051-15/08/2019","01",0,"SA","Station Wagon","2010","South","Male","032","SA","C ","Full","Trailer","Straight Ahead","005","5608",,
"2018-1051-15/08/2019","02",1,"SA","Motor Cars - Sedan","2005","West","Male","029","UNKNOWN","C ","Full","Not Towing","Straight Ahead","002","XXXX",,
"2018-1052-15/08/2019","01",1,,"Pedal Cycle",,"South West","Male","062",,,,,"Straight Ahead","001","5162",,
"2018-1052-15/08/2019","02",0,,"Pedestrian on Footpath/Carpark",,"South West","Male","044",,,,,"Walking on Footpath",,"5168",,
"2018-1053-15/08/2019","01",0,"SA","Motor Cars - Sedan","1994","South West","Male","083","SA","XX","Unknown","Not Towing","Straight Ahead","001","5235",,
"2018-1053-15/08/2019","02",1,,"Pedal Cycle",,"North East","Male","010",,,,,"Straight Ahead","001","5235",,
"2018-1054-15/08/2019","01",0,"SA","Motor Cars - Sedan","2001","South West","Male","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5091",,
"2018-1054-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-1055-15/08/2019","01",0,"SA","Motor Cars - Sedan","2004","North","Female","032","UNKNOWN","C ","Full","Not Towing","Left Turn","001","XXXX",,
"2018-1055-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-1056-15/08/2019","01",0,"SA","Station Wagon","1999","North West","Male","071","SA","C ","Full","Not Towing","Straight Ahead","001","5110",,
"2018-1056-15/08/2019","02",0,"SA","Station Wagon","2007","North East","Male","072","SA","C ","Full","Not Towing","Straight Ahead","001","5121",,
"2018-1057-15/08/2019","01",1,"SA","Motor Cars - Sedan","2006","North","Female","047","SA","C R ","Full","Not Towing","Stopped on Carriageway","001","5158",,
"2018-1057-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-1058-15/08/2019","01",0,"SA","Motor Cars - Sedan","2001","North West","Male","019","SA","C ","Learners","Not Towing","Straight Ahead","001","5118",,
"2018-1058-15/08/2019","02",0,"SA","Motor Cars - Sedan","2008","North West",,,,,,"Unknown","Parked","000",,,
"2018-1059-15/08/2019","01",0,"SA","Motor Cars - Sedan","2010","West","Female","028","SA","C ","Full","Not Towing","Straight Ahead","002","5074",,
"2018-1059-15/08/2019","02",0,"SA","SEMI TRAILER","2007","West","Male","041","SA","HC","Full","Trailer","Swerving","001","5022",,
"2018-1060-15/08/2019","01",0,"SA","Station Wagon","2010","South East","Male","047","SA","C ","Full","Not Towing","Straight Ahead","003","5032",,
"2018-1060-15/08/2019","02",0,"SA","Motor Cars - Sedan","2015","South East","Male","036","SA","C ","Full","Not Towing","Straight Ahead","003","5009",,
"2018-1060-15/08/2019","03",0,"SA","Station Wagon","2009","South","Female","049","SA","C ","Full","Not Towing","Straight Ahead","003","5008",,
"2018-1061-15/08/2019","01",0,"SA","Station Wagon","1999","South","Male","038","SA","C ","Full","Not Towing","Straight Ahead","002","5074",,
"2018-1061-15/08/2019","02",0,"SA","Motor Cars - Sedan","1995","North","Male","059","SA","C ","Full","Not Towing","Right Turn","003","5024",,
"2018-1062-15/08/2019","01",0,"SA","Motor Cars - Sedan","1995","South West","Male","038","SA","C ","Full","Not Towing","Right Turn","002","5115",,
"2018-1062-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-1063-15/08/2019","01",0,"SA","Motor Cars - Sedan","1999","South","Female","030","O/S","XX","Full","Not Towing","Right Turn","001","5038",,
"2018-1063-15/08/2019","02",0,"SA","Motor Cars - Sedan","2015","East","Female","059","SA","C ","Full","Not Towing","Straight Ahead","001","5159",,
"2018-1063-15/08/2019","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-1064-15/08/2019","01",0,"SA","Motor Cars - Sedan","2005","North West","Male","029","SA","C ","Full","Not Towing","Straight Ahead","001","5214",,
"2018-1064-15/08/2019","02",0,,"Pedestrian on Road",,"Unknown","Male","034",,,,,"Crossing without Control",,"5214",,
"2018-1065-15/08/2019","01",0,"SA","Motor Cars - Sedan","2001","North West",,,,,,"Not Towing","Parked","000",,,
"2018-1065-15/08/2019","02",0,"SA","OMNIBUS","2011","North West","Female","066","SA","HR","Full","Not Towing","Parking - Parallel","045","5502",,
"2018-1066-15/08/2019","01",0,"SA","Forward Control Passenger Van","2001","North","Male","055","SA","C ","Full","Not Towing","Straight Ahead","001","5012",,
"2018-1066-15/08/2019","02",0,"SA","Station Wagon","2010","North","Female","044","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5158",,
"2018-1067-15/08/2019","01",1,"SA","Station Wagon","2017","North West","Female","024","SA","C ","Full","Not Towing","Straight Ahead","001","5009",,
"2018-1067-15/08/2019","02",0,"SA","Motor Cars - Sedan","2005","North West","Male","026","UNKNOWN","XX","Unknown","Not Towing","Right Turn","001","5012",,
"2018-1068-15/08/2019","01",0,"SA","Motor Cars - Sedan","2004","North","Male","049","SA","C ","Full","Not Towing","Straight Ahead","001","5162",,
"2018-1068-15/08/2019","02",0,"SA","Motor Cars - Sedan","1995","North","Female","023","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5038",,
"2018-1068-15/08/2019","03",0,"SA","Station Wagon","2017","North","Male","046","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5035",,
"2018-1068-15/08/2019","04",0,"SA","Motor Cars - Sedan","2005","North","Female","045","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5126",,
"2018-1069-15/08/2019","01",0,"SA","Motor Cars - Sedan","2009","East","Male","023","UNKNOWN","C ","Full","Not Towing","Straight Ahead","001","5042",,
"2018-1069-15/08/2019","02",0,"SA","Utility","2008","East","Male","058","SA","C ","Full","Not Towing","U Turn","001","5167",,
"2018-1070-15/08/2019","01",1,"SA","Station Wagon","2016","South","Female","052","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5159",,
"2018-1070-15/08/2019","02",0,"SA","Motor Cars - Sedan","1999","South","Male","029","SA","C ","Unlicenced","Not Towing","Straight Ahead","003","5007",,
"2018-1071-15/08/2019","01",1,"SA","Motor Cars - Sedan","2007","North","Male","084","SA","C ","Full","Not Towing","Straight Ahead","002","5043",,
"2018-1071-15/08/2019","02",0,"SA","Motor Cars - Sedan","2011","North","Male","028","SA","C ","Full","Not Towing","Straight Ahead","001","5023",,
"2018-1072-15/08/2019","01",1,"SA","Motor Cycle","2010","South","Male","016","SA","C ","Unlicenced","Not Towing","Straight Ahead","001","5417",,
"2018-1072-15/08/2019","02",0,,"Sign Post",,,,,,,,,,,,,
"2018-1072-15/08/2019","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-1073-15/08/2019","01",0,"SA","Motor Cars - Sedan","2008","West","Male","057","SA","C ","Full","Not Towing","Right Turn","001","5038",,
"2018-1073-15/08/2019","02",0,"SA","Utility","1996","East","Male","023","SA","C ","Full","Not Towing","Straight Ahead","002","5032",,
"2018-1074-15/08/2019","01",1,"SA","Motor Cars - Sedan","2013","North East","Female","023","SA","C ","Full","Not Towing","Swerving","001","5110","Y",
"2018-1075-15/08/2019","01",0,"SA","Motor Cars - Sedan","2008","North","Male","025","SA","C ","Full","Not Towing","Straight Ahead","001","5355",,
"2018-1075-15/08/2019","02",0,"SA","Motor Cars - Sedan","2016","North","Female","019","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","001","5372",,
"2018-1075-15/08/2019","03",1,"SA","Station Wagon","2002","North","Female","031","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5108",,
"2018-1076-15/08/2019","01",0,"SA","Utility","2001","North","Male","021","SA","C ","Full","Not Towing","Left Turn","001","5044",,
"2018-1076-15/08/2019","02",1,"SA","Motor Cars - Sedan","2006","North","Female","030","SA","C ","Full","Not Towing","Left Turn","001","5046",,
"2018-1077-15/08/2019","01",0,"SA","Motor Cars - Sedan","1999","South","Male","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5118",,
"2018-1077-15/08/2019","02",1,"SA","Motor Cars - Sedan","2010","South","Female","029","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5118",,
"2018-1077-15/08/2019","03",0,"SA","RIGID TRUCK LGE GE 4.5T","2009","South","Male","052","SA","HRR ","Full","Not Towing","Stopped on Carriageway","001","5107",,
"2018-1078-15/08/2019","01",0,"SA","Motor Cars - Sedan","2014","North","Female","029","SA","C ","Full","Not Towing","Straight Ahead","001","5169",,
"2018-1078-15/08/2019","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2016","North","Male","065","SA","HRR ","Full","Not Towing","Straight Ahead","001","5109",,
"2018-1079-15/08/2019","01",0,"SA","Motor Cars - Sedan","2007","South","Male","055","SA","C R ","Full","Not Towing","Straight Ahead","001","5412",,
"2018-1079-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-1080-15/08/2019","01",1,"SA","Station Wagon","2003","North West","Male","059","SA","MCR ","Full","Not Towing","Straight Ahead","001","5159",,
"2018-1080-15/08/2019","02",1,"SA","Motor Cars - Sedan","2016","South East","Female","040","SA","C ","Full","Not Towing","Straight Ahead","001","5051",,
"2018-1081-15/08/2019","01",0,"SA","Utility","2015","South East","Male","032","SA","MR","Full","Not Towing","Stopped on Carriageway","001","5107",,
"2018-1081-15/08/2019","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2010","South East","Male","039","SA","HCRD","Full","Not Towing","Straight Ahead","001","5110",,
"2018-1082-15/08/2019","01",1,"SA","Station Wagon","2004","East","Male","033","SA","LR","Full","Not Towing","Stopped on Carriageway","001","5075",,
"2018-1082-15/08/2019","02",0,"SA","Utility","2003","East","Male","062","SA","HC","Full","Not Towing","Straight Ahead","001","XXXX",,
"2018-1083-15/08/2019","01",0,"SA","Motor Cars - Sedan","2013","North East","Male","050","SA","C ","Full","Not Towing","Right Turn","003","XXXX",,
"2018-1083-15/08/2019","02",0,"SA","Station Wagon","2008","North West","Male","058","SA","C ","Full","Not Towing","Overtaking - on Right","001","XXXX",,
"2018-1084-15/08/2019","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2008","North","Male","062","SA","HRR ","Full","Not Towing","Left Turn","001","5098",,
"2018-1084-15/08/2019","02",0,"VIC","Taxi Cab","2014","North","Female","062","VIC","HR","Full","Not Towing","Left Turn","002","5044",,
"2018-1085-15/08/2019","01",0,"SA","Motor Cars - Sedan","2012","North West","Male","036","SA","HR","Full","Not Towing","Straight Ahead","002","5114",,
"2018-1085-15/08/2019","02",1,"SA","Motor Cars - Sedan","2002","South East","Female","088","SA","C ","Full","Not Towing","Entering Private Driveway","001","5109",,
"2018-1086-15/08/2019","01",0,"SA","SEMI TRAILER","2007","West","Male","020","SA","HC","Full","Trailer","Right Turn","001","5356","Y",
"2018-1087-15/08/2019","01",0,"SA","Station Wagon","2008","West","Male","036","SA","C ","Full","Not Towing","Straight Ahead","003","5244",,
"2018-1087-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","West",,,,,,"Unknown","Parked","000",,,
"2018-1088-15/08/2019","01",0,"SA","Station Wagon","2017","North East","Male","035","UNKNOWN","C ","Full","Not Towing","Entering Private Driveway","001","XXXX",,
"2018-1088-15/08/2019","02",0,,"Pedal Cycle",,"North East","Unknown","XXX",,,,,"Straight Ahead","001","XXXX",,
"2018-1089-15/08/2019","01",0,"SA","Motor Cars - Sedan","2002","North East","Male","041","SA","HR","Full","Not Towing","Straight Ahead","001","5089",,
"2018-1089-15/08/2019","02",1,"SA","Panel Van","2009","South West","Male","053","SA","MRR ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2018-1090-15/08/2019","01",0,"SA","Motor Cars - Sedan","2016","North East","Female","050","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5158",,
"2018-1090-15/08/2019","02",1,"SA","Motor Cars - Sedan","1997","North East","Male","048","SA","C R ","Full","Not Towing","Straight Ahead","001","5165",,
